Filename,Comp,RT,Area
20230626_38,Q081.P01,9.465,0
20230626_38,Q122.P02,10.274,11064
20230626_38,Q108.P04,10.823,15379
20230626_38,R085.P01,12.797,8528
20230626_38,S084.P01,16.185,9953
20230626_38,S043.P03,16.946,1947
20230626_38,T071.P01,23.163,18256
20230904_04,M071.P01,2.805,29223
20230904_04,M043.P03,3.065,80439
20230904_04,M044.P03,3.421,26990
20230904_04,M045.P07,4.353,371054
20230904_04,M059.P04.2,4.503,173975
20230904_04,Q081.P01,9.455,4489
20230904_04,Q128.P02,9.457,0
20230904_04,R085.P01,12.783,12867
20230904_04,R056.P03,13.913,0
20230904_04,S084.P01,16.186,27349
20230904_04,S150.P01,17.033,23543
20230904_04,S095.P01,18.24,8061
20230904_06,M071.P01,2.828,54836
20230904_06,M045.P02,3.342,420271
20230904_06,M043.P08,4.033,57104
20230904_06,M045.P06,4.066,33887
20230904_06,M045.P07,4.349,431569
20230904_06,M055.P05,4.585,6825
20230904_06,N056.P02,6.559,2277
20230904_06,N093.P02,9.125,4073
20230904_06,Q081.P01,9.45,3843
20230904_06,R085.P01,12.793,3656
20230904_06,S113.P01,15.85,19487
20230904_06,S084.P01,16.182,7208
20230904_06,S150.P01,17.104,4202
20230904_06,S105.P04,17.87,7252
20230904_09,M071.P01,2.774,33126
20230904_09,M045.P06,4.103,73130
20230904_09,M045.P07,4.329,583340
20230904_09,M069.P05,4.784,19999
20230904_09,N093.P02,9.13,0
20230904_09,Q081.P01,9.451,0
20230904_09,Q059.P01,10.123,3388
20230904_09,T071.P01,23.072,47183
20230904_12,M071.P01,2.739,148745
20230904_12,M045.P06,4.107,285440
20230904_12,V069.P04,4.354,98440
20230904_12,M045.P07,4.355,1039435
20230904_12,M057.P10,5.499,14668
20230904_12,N093.P02,9.133,3214
20230904_12,Q081.P01,9.447,2729
20230904_12,Q059.P01,10.123,8623
20230904_12,S150.P01,17.036,29979
20230904_16,M056.P02,3.22,6326
20230904_16,M044.P03,3.431,47737
20230904_16,M043.P08,3.997,20023
20230904_16,M045.P07,4.364,456605
20230904_16,M059.P04.2,4.384,98015
20230904_16,M057.P08,4.758,16697
20230904_16,N057.P10,8.567,10467
20230904_16,Q081.P01,9.46,2268
20230904_16,R085.P01,12.795,5439
20230904_16,S084.P01,16.189,14697
20230904_16,S150.P01,17.046,8960
20230904_21,M045.P07,4.345,712117
20230904_21,M069.P05,4.793,7375
20230904_21,N108.P01,7.283,18349
20230904_21,W116.P01,8.202,1536
20230904_21,N093.P02,9.132,2086
20230904_21,Q059.P01,10.124,6454
20230904_21,R085.P01,12.77,11308
20230904_21,S133.P01,16.153,115647
20230904_21,S043.P03,16.944,4521
20230904_21,S150.P01,17.09,3107
20230904_21,T091.P08,25.267,2307
20230904_22,M045.P02,3.347,48656
20230904_22,M045.P07,4.351,551570
20230904_22,M055.P05,4.692,9188
20230904_22,M073.P01.3,5.147,81852
20230904_22,Q081.P01,9.458,4500
20230904_22,Q054.P01,9.462,1313
20230904_22,Q128.P02,9.49,1068
20230904_22,Q059.P01,10.123,6785
20230904_22,S113.P01,15.873,11762
20230904_22,S133.P01,16.169,55518
20230904_22,S084.P01,16.19,13360
20230904_22,S043.P03,16.941,3844
20230904_22,S150.P01,17.039,42941
20230904_22,S095.P01,18.23,4335
20230904_22,T071.P01,23.067,39270
20230904_28,M071.P01,2.847,31554
20230904_28,M044.P03,3.336,37726
20230904_28,M045.P07,4.356,937906
20230904_28,M069.P05,4.8,5415
20230904_28,M057.P10,5.354,31152
20230904_28,N056.P02,6.537,4202
20230904_28,N093.P02,9.137,2249
20230904_28,Q081.P01,9.451,3396
20230904_28,Q059.P01,10.122,2996
20230904_28,S133.P01,16.194,33683
20230904_28,S084.P01,16.202,6330
20230904_28,S072.P01,16.708,7439
20230904_28,S150.P01,17.047,42347
20230904_30,M071.P01,2.797,228496
20230904_30,M043.P08,4.013,58534
20230904_30,M045.P07,4.339,601531
20230904_30,V069.P04,4.34,106564
20230904_30,N057.P07,7.537,11863
20230904_30,N057.P10,8.559,6633
20230904_30,Q081.P01,9.483,6426
20230904_30,Q085.P01,10.297,6862
20230904_30,Q108.P04,10.822,13562
20230904_30,R085.P01,12.797,6999
20230904_30,S113.P01,15.857,9765
20230904_30,S133.P01,16.171,65271
20230904_33,M044.P03,3.407,568779
20230904_33,M057.P03,3.583,339399
20230904_33,M045.P06,4.064,159617
20230904_33,V069.P04,4.32,52331
20230904_33,M069.P05,4.777,53594
20230904_33,N058.P02,5.74,390357
20230904_33,N108.P01,7.21,117284
20230904_33,N093.P02,9.131,82584
20230904_33,N094.P04,9.343,12282
20230904_33,Q081.P01,9.435,95822
20230904_33,Q054.P01,9.479,12405
20230904_33,Q057.P09,10.613,241304
20230904_33,Q108.P04,10.805,23099
20230904_33,R085.P01,12.677,22554
20230904_33,S150.P01,17.017,49030
20230904_33,S095.P01,18.257,2827
20230904_33,T073.P04,29.577,3856
20230904_39,M043.P08,4.03,137514
20230904_39,M045.P07,4.355,341743
20230904_39,M109.P01,5.57,2569
20230904_39,N056.P02,6.557,0
20230904_39,N108.P01,7.073,6446
20230904_39,Q081.P01,9.472,3095
20230904_39,R131.P04,14.177,4029
20230904_39,R129.P03,14.321,6103
20230904_39,S084.P01,16.186,21120
20230904_39,S150.P01,17.042,24804
20230904_40,M071.P01,2.773,100180
20230904_40,M044.P03,3.419,39343
20230904_40,M043.P03,3.42,16885
20230904_40,M045.P06,4.055,156669
20230904_40,M045.P07,4.321,1009291
20230904_40,M057.P08,4.783,28391
20230904_40,N058.P02,5.732,61088
20230904_40,N108.P01,7.233,43193
20230904_40,N057.P07,7.511,18065
20230904_40,N057.P10,8.548,22684
20230904_40,N059.P06,9.264,14649
20230904_40,Q081.P01,9.447,2882
20230904_40,Q108.P04,10.806,20850
20230904_40,R085.P01,12.742,12676
20230904_40,S133.P01,16.128,212809
20230904_40,S084.P01,16.176,28614
20230904_40,S131.P01,16.256,6810
20230904_40,S072.P01,16.703,1425
20230904_40,S150.P01,17.011,7653
20230904_40,S105.P04,17.939,6007
20230904_42,M071.P01,2.779,57835
20230904_42,M041.P04,3.346,38150
20230904_42,M043.P08,4.019,325469
20230904_42,M045.P06,4.03,353266
20230904_42,V069.P04,4.322,97565
20230904_42,N058.P02,5.743,21462
20230904_42,N057.P07,7.51,27909
20230904_42,N057.P06,7.587,22470
20230904_42,N057.P10,8.54,37558
20230904_42,N093.P02,9.133,3883
20230904_42,N044.P11,9.214,16117
20230904_42,N094.P04,9.362,28446
20230904_42,Q081.P01,9.445,11043
20230904_42,Q108.P04,10.805,29688
20230904_42,R085.P01,12.732,15203
20230904_42,S113.P01,15.827,28168
20230904_42,S133.P01,16.119,318830
20230904_42,S084.P01,16.182,5353
20230904_42,S150.P01,17.014,32938
20230904_44,M044.P03,3.428,56794
20230904_44,M045.P06,4.043,4004
20230904_44,M045.P07,4.361,632165
20230904_44,V069.P04,4.42,9500
20230904_44,Q108.P04,10.827,19420
20230904_44,Q069.P02,11.45,2161
20230904_44,R129.P03,14.327,7159
20230904_44,S113.P01,15.819,6169
20230904_44,S084.P01,16.203,6559
20230904_46,M045.P06,4.061,175498
20230904_46,M045.P07,4.335,1129441
20230904_46,V069.P04,4.337,211899
20230904_46,M069.P05,4.781,32367
20230904_46,M109.P01,5.545,18518
20230904_46,N056.P02,6.523,7938
20230904_46,N108.P01,7.211,101584
20230904_46,N057.P07,7.508,56881
20230904_46,N057.P10,8.539,63034
20230904_46,N059.P06,9.283,17104
20230904_46,N094.P04,9.367,20776
20230904_46,Q081.P01,9.448,4407
20230904_46,R085.P01,12.736,20804
20230904_46,S113.P01,15.834,26777
20230904_46,S100.P01,15.844,0
20230904_46,S133.P01,16.131,229077
20230904_46,S084.P01,16.18,10245
20230904_46,S150.P01,17.018,25945
20230904_46,T055.P04,24.697,1625
20230904_50,M071.P01,2.762,1311000
20230904_50,M043.P03,3.332,12768
20230904_50,M044.P03,3.422,35550
20230904_50,M045.P06,4.062,137635
20230904_50,V069.P04,4.336,202959
20230904_50,M045.P07,4.34,1154240
20230904_50,M055.P05,4.597,14063
20230904_50,M069.P05,4.78,34196
20230904_50,N057.P07,7.51,75623
20230904_50,N057.P10,8.545,45729
20230904_50,Q081.P01,9.438,3891
20230904_50,Q059.P01,10.07,18792
20230904_50,Q108.P04,10.812,28532
20230904_50,R085.P01,12.744,15800
20230904_50,R056.P03,13.929,4490
20230904_50,S150.P01,17.022,35838
20230904_50,S095.P01,18.197,10640
20230904_50,T091.P08,25.255,4947
20230904_51,M071.P01,2.818,27824
20230904_51,V069.P04,4.357,33881
20230904_51,M057.P08,4.73,73566
20230904_51,M069.P05,4.8,25663
20230904_51,M057.P10,5.45,224688
20230904_51,N093.P02,9.131,95892
20230904_51,Q081.P01,9.451,2671
20230904_51,R085.P01,12.797,2072
20230904_51,S133.P01,16.153,109092
20230904_51,S084.P01,16.189,19174
20230904_51,S150.P01,17.025,23151
20230904_51,S095.P01,18.222,8452
20231212_10,M043.P03,6.197,32810
20231212_10,V056.P03,7.803,4428
20231212_10,M043.P13,8.339,18950
20231212_10,N058.P02,9.114,4009
20231212_10,N108.P01,10.64,6788
20231212_10,Q122.P02,14.035,22420
20231212_10,Q057.P09,14.503,4606
20231212_10,Q108.P04,14.545,24741
20231212_10,R099.P01,16.894,6982
20231212_10,S113.P01,19.823,2334
20231212_10,S150.P01,21.066,31093
20231212_10,T071.P01,27.188,73242
20231212_12,M057.P02,6.443,30378
20231212_12,M056.P02,6.45,13733
20231212_12,M045.P02,6.487,155179
20231212_12,M073.P01.3,8.507,57617
20231212_12,N108.P01,10.468,12542
20231212_12,N094.P04,12.526,228486
20231212_12,N044.P11,12.62,27002
20231212_12,Q081.P01,12.943,21923
20231212_12,Q059.P01,13.51,202815
20231212_12,Q108.P04,14.557,70738
20231212_12,S133.P01,20.168,839508
20231212_12,S105.P04,21.656,11193
20231212_12,S095.P01,21.903,12033
20231212_12,T071.P01,27.202,57347
20231212_12,T057.P13,34.48,4760
20231212_13,M057.P02,6.471,41149
20231212_13,M045.P02,6.473,77580
20231212_13,Q128.P02,12.873,1326
20231212_13,Q108.P04,14.533,21425
20231212_13,R085.P01,16.286,1815
20231212_13,S113.P01,19.869,40722
20231212_13,S150.P01,21.07,44319
20231212_13,T071.P01,27.2,51476
20231212_16,M043.P08,7.197,16908
20231212_16,N058.P02,8.973,5382
20231212_16,N073.P01,9.177,7382
20231212_16,N108.P01,10.441,11189
20231212_16,N070.P03,12.393,3519
20231212_16,N044.P11,12.62,8792
20231212_16,Q122.P02,14.039,37519
20231212_16,R131.P04,17.983,10394
20231212_16,S113.P01,19.847,8516
20231212_16,S150.P01,21.065,13587
20231212_16,S091.P02,22.104,3534
20231212_16,T071.P01,27.198,18727
20231212_16,T055.P04,28.643,2987
20231212_20,M043.P13,8.289,12751
20231212_20,M073.P01.3,8.513,4891
20231212_20,N094.P04,12.487,18038
20231212_20,S113.P01,19.84,21534
20231212_20,S105.P04,21.65,3634
20231212_20,S147.P03,23.243,2595
20231212_20,T071.P01,27.197,69933
20231212_22,M045.P02,6.525,678280
20231212_22,M043.P08,7.193,27306
20231212_22,M045.P06,7.291,90849
20231212_22,Q054.P01,12.759,60295
20231212_22,Q059.P01,13.491,16990
20231212_22,Q122.P02,14.038,28590
20231212_22,Q108.P04,14.554,46561
20231212_22,Q069.P02,14.786,34038
20231212_22,S113.P01,19.815,5810
20231212_22,S150.P01,21.069,43944
20231212_22,S105.P04,21.67,1202
20231212_22,S091.P02,22.21,17353
20231212_22,T071.P01,27.203,72432
20231212_34,M071.P01,5.917,4390
20231212_34,M045.P02,6.462,782243
20231212_34,M043.P03,6.507,7355
20231212_34,M045.P06,7.261,13163
20231212_34,V069.P04,7.675,25354
20231212_34,Q122.P02,14.021,23067
20231212_34,Q108.P04,14.534,34735
20231212_34,R085.P01,16.287,1036
20231212_34,S091.P02,22.2,2031
20231212_34,T071.P01,27.183,23522
20231212_34,T055.P04,28.633,2020
20231212_44,N094.P04,12.391,18190
20231212_44,N044.P11,12.624,21094
20231212_44,Q122.P02,13.989,27419
20231212_44,Q108.P04,14.507,35006
20231212_44,Q069.P02,14.91,5042
20231212_44,S113.P01,19.811,25446
20231212_44,S150.P01,21.028,29457
20231212_44,T071.P01,27.158,61329
20231212_44,T055.P04,28.606,3318
20231212_44,T073.P04,33.444,2568
20240318_10,V069.P04,7.594,26311
20240318_10,N108.P01,10.53,8391
20240318_10,N057.P07,10.863,16970
20240318_10,N057.P06,10.89,8401
20240318_10,W116.P01,11.53,1634
20240318_10,N094.P04,12.424,60084
20240318_10,Q081.P01,12.924,0
20240318_10,Q125.P01,13.313,0
20240318_10,Q059.P01,13.457,7469
20240318_10,Q085.P01,13.662,5442
20240318_10,Q122.P02,13.942,26094
20240318_10,Q108.P04,14.467,37966
20240318_10,R042.P02,18.353,4727
20240318_10,S113.P01,19.758,29134
20240318_10,S150.P01,20.983,24123
20240318_19,M071.P01,5.931,0
20240318_19,V069.P04,7.586,8652
20240318_19,M057.P08,8.167,2108
20240318_19,N108.P01,10.517,6034
20240318_19,N108.P01,10.553,2289
20240318_19,N059.P06,12.451,55963
20240318_19,Q059.P01,13.4,5172
20240318_19,R099.P01,16.917,1415
20240318_19,R042.P02,18.359,2023
20240318_19,S150.P01,20.964,15141
20240318_19,S091.P02,22.098,2088
20240318_19,T071.P01,27.101,19393
20240318_20,M057.P08,8.147,3376
20240318_20,M073.P01.3,8.423,10047
20240318_20,Q122.P02,13.942,13171
20240318_20,Q108.P04,14.456,20233
20240318_20,R085.P01,16.208,4093
20240318_20,R042.P02,18.347,2046
20240318_20,S150.P01,20.969,17647
20240318_20,S114.P02,21.953,0
20240318_20,T057.P13,34.569,0
20240318_22,M045.P06,7.249,26127
20240318_22,V069.P04,7.563,32660
20240318_22,N108.P01,10.557,2819
20240318_22,N057.P07,10.934,15165
20240318_22,N070.P03,12.293,1374
20240318_22,Q081.P01,12.9,0
20240318_22,Q125.P01,13.324,0
20240318_22,Q057.P09,14.394,5263
20240318_22,Q108.P04,14.447,16548
20240318_22,S113.P01,19.749,10456
20240318_22,S105.P04,21.585,4755
20240318_23,M043.P03,6.485,69675
20240318_23,M041.P04,6.504,15910
20240318_23,M045.P07,7.526,236408
20240318_23,V069.P04,7.571,6631
20240318_23,M059.P04.2,7.695,22044
20240318_23,M057.P10,8.685,3632
20240318_23,W059.P01,9.999,8579
20240318_23,N108.P01,10.611,0
20240318_23,N057.P06,10.867,2907
20240318_23,N059.P06,12.54,1379
20240318_23,N093.P02,12.595,6858
20240318_23,Q059.P01,13.423,3107
20240318_23,Q122.P02,13.943,13084
20240318_23,Q108.P04,14.451,16417
20240318_23,R099.P01,16.896,1816
20240318_23,R056.P03,17.414,3741
20240318_23,S131.P01,19.734,1062
20240318_23,S113.P01,19.75,11574
20240318_23,S084.P01,19.877,1621
20240318_23,S105.P04,21.847,16705
20240318_23,T055.P04,28.55,1754
20240318_24,M045.P06,7.255,21906
20240318_24,V069.P04,7.558,9182
20240318_24,M057.P08,8.132,4681
20240318_24,M057.P10,8.675,6584
20240318_24,N058.P02,9.083,8760
20240318_24,N057.P07,10.936,5696
20240318_24,Q125.P01,13.343,1414
20240318_24,Q108.P04,14.453,18984
20240318_24,R099.P01,16.81,0
20240318_24,S113.P01,19.76,15275
20240318_24,S043.P03,20.83,2564
20240318_24,T071.P01,27.102,37345
20240318_24,T055.P04,28.718,0
20240318_30,M059.P04.2,7.671,13825
20240318_30,N058.P02,9.088,35858
20240318_30,N056.P02,9.611,3448
20240318_30,N057.P07,10.79,2393
20240318_30,N059.P06,12.421,68292
20240318_30,Q122.P02,13.88,0
20240318_30,Q108.P04,14.443,21157
20240318_30,R056.P03,17.407,4116
20240318_30,S084.P01,19.871,1050
20240318_30,S099.P01,20.767,16785
20240318_30,S136.P01,20.807,0
20240318_30,S150.P01,20.972,16823
20240318_32,M045.P02,6.42,9974790
20240318_32,M043.P03,6.542,2085898
20240318_32,M055.P05,7.943,45327
20240318_32,N073.P01,9.242,318939
20240318_32,N108.P01,10.477,33127
20240318_32,N059.P06,12.61,240633
20240318_32,Q122.P02,13.946,7837
20240318_32,Q108.P04,14.467,22935
20240318_32,R056.P03,17.441,369992
20240318_32,R131.P04,17.955,152732
20240318_32,S100.P01,19.372,286357
20240318_32,S150.P01,20.967,13910
20240318_33,M043.P03,6.5,20393
20240318_33,M041.P04,6.513,18252
20240318_33,M045.P07,7.653,202450
20240318_33,M073.P01.3,8.341,9592
20240318_33,N056.P02,9.605,1239
20240318_33,N108.P01,10.541,13452
20240318_33,N057.P06,10.933,2127
20240318_33,Q081.P01,12.912,0
20240318_33,Q122.P02,13.944,15505
20240318_33,S113.P01,19.76,18056
20240318_33,S099.P01,20.747,0
20240318_33,S150.P01,20.973,22222
20240318_33,T073.P04,33.45,1741
20240318_40,M069.P05,8.027,0
20240318_40,M057.P08,8.161,1715
20240318_40,N057.P06,10.945,4251
20240318_40,N059.P06,12.527,8946
20240318_40,Q099.P01,13.624,4578
20240318_40,Q108.P04,14.46,23579
20240318_40,R042.P02,18.343,2178
20240318_40,S133.P01,20.063,279476
20240318_40,S105.P04,21.849,7742
20240318_40,S091.P02,22.166,1187
20240318_40,S147.P03,23.1,9424
20240318_43,M043.P03,6.657,15069
20240318_43,N058.P02,9.069,9708
20240318_43,N059.P06,12.517,2567
20240318_43,Q125.P01,13.347,0
20240318_43,Q059.P01,13.388,5757
20240318_43,Q122.P02,13.937,17414
20240318_43,R056.P03,17.411,1683
20240318_43,S100.P01,19.46,0
20240318_43,S043.P03,20.873,3113
20240318_43,S150.P01,20.97,6586
20240318_43,T073.P04,33.457,0
20240318_55,M057.P08,8.17,1684
20240318_55,N057.P06,10.875,4151
20240318_55,N094.P04,12.403,18736
20240318_55,N044.P11,12.498,1379
20240318_55,Q085.P01,13.65,5756
20240318_55,Q108.P04,14.451,27269
20240318_55,Q097.P03,14.801,2983
20240318_55,R085.P01,16.201,6710
20240318_55,R129.P03,17.887,3861
20240318_55,S150.P01,20.971,20415
20240318_55,T073.P04,33.401,0
20240318_61,M057.P03,6.853,7918
20240318_61,M043.P13,8.281,3455
20240318_61,Q085.P01,13.65,5022
20240318_61,Q108.P04,14.454,5836
20240318_61,Q069.P02,14.873,0
20240318_61,R131.P04,17.958,69121
20240318_61,S150.P01,20.982,11442
20240318_61,S128.P01,21.212,12180
20240318_71,M057.P02,6.487,2572
20240318_71,M059.P04.2,7.694,23070
20240318_71,N057.P07,10.778,12947
20240318_71,Q122.P02,13.936,21810
20240318_71,Q108.P04,14.446,20028
20240318_71,R056.P03,17.418,4014
20240318_71,R042.P02,18.352,3708
20240318_71,S113.P01,19.748,11398
20240318_71,S099.P01,20.757,34429
20240318_71,S150.P01,20.962,15739
20240318_71,S114.P02,21.944,1226
20240318_74,M073.P01.3,8.403,12690
20240318_74,N074.P02,10.8,2798
20240318_74,N057.P06,10.903,17732
20240318_74,N044.P11,12.507,8938
20240318_74,Q059.P01,13.45,12964
20240318_74,Q122.P02,13.922,17656
20240318_74,Q108.P04,14.448,22194
20240318_74,R099.P01,16.923,1295
20240318_74,S113.P01,19.753,15052
20240318_74,S133.P01,19.874,1888
20240318_74,S150.P01,20.967,25357
20240318_85,N057.P07,10.816,12651
20240318_85,N057.P06,10.91,4730
20240318_85,N094.P04,12.397,11056
20240318_85,N059.P06,12.451,90084
20240318_85,Q125.P01,13.328,1226
20240318_85,Q085.P01,13.64,3585
20240318_85,Q122.P02,13.927,22437
20240318_85,Q057.P09,14.39,17272
20240318_85,Q108.P04,14.451,34692
20240318_85,R099.P01,16.907,3471
20240318_85,S113.P01,19.733,32277
20240318_85,S150.P01,20.963,34444
20240318_85,S091.P02,22.101,4431
20240318_95,N108.P01,10.443,3073
20240318_95,N108.P01,10.518,4648
20240318_95,N057.P06,10.993,1684
20240318_95,N057.P10,11.881,0
20240318_95,N059.P06,12.573,4603
20240318_95,Q122.P02,13.949,12976
20240318_95,Q069.P02,14.808,1102
20240318_95,S133.P01,20.076,285882
20240318_95,S150.P01,20.983,29200
20240318_95,T055.P04,28.567,0
20240318_95,T091.P08,29.193,1323
20241007_10,M045.P07,7.587,58410
20241007_10,V056.P03,7.767,14825
20241007_10,N108.P01,10.552,119807
20241007_10,N057.P07,10.817,22709
20241007_10,N093.P02,12.466,0
20241007_10,Q108.P04,14.49,22905
20241007_10,Q097.P03,14.827,0
20241007_10,R085.P01,16.238,3273
20241007_10,S113.P01,19.788,14739
20241007_10,S084.P01,19.917,0
20241007_16,M044.P03,6.682,8739
20241007_16,V069.P04,7.595,215654
20241007_16,M109.P01,8.646,7201
20241007_16,N057.P07,10.863,3817
20241007_16,N044.P11,12.573,1371
20241007_16,Q108.P04,14.495,17980
20241007_16,R085.P01,16.171,1738
20241007_16,R056.P03,17.471,3065
20241007_16,R131.P04,18.004,130184
20241007_16,S113.P01,19.807,6991
20241007_16,S105.P04,21.702,5700
20241007_20,V069.P04,7.622,233414
20241007_20,V056.P03,7.793,6499
20241007_20,W059.P01,10.096,2827
20241007_20,N057.P07,10.841,6119
20241007_20,N094.P04,12.407,55479
20241007_20,N044.P11,12.497,3522
20241007_20,Q059.P01,13.438,4685
20241007_20,Q108.P04,14.501,20624
20241007_20,R131.P04,18.01,162700
20241007_20,S113.P01,19.806,2086
20241007_20,S043.P03,20.923,16571
20241007_20,S105.P04,21.673,4050
20241007_26,M045.P02,6.421,1025235
20241007_26,M045.P06,7.184,44850
20241007_26,V069.P04,7.596,45460
20241007_26,N057.P06,10.989,42678
20241007_26,N057.P10,11.887,2055
20241007_26,N070.P03,12.342,3669
20241007_26,Q099.P01,13.65,8886
20241007_26,Q057.P09,14.342,12071
20241007_26,Q108.P04,14.503,33189
20241007_26,Q069.P02,14.856,1561
20241007_26,Q097.P03,14.866,4407
20241007_26,S091.P02,22.154,4124
20241007_35,V069.P04,7.594,10793
20241007_35,N058.P02,9.104,49166
20241007_35,Q059.P01,13.428,6494
20241007_35,Q057.P09,14.455,4125
20241007_35,Q108.P04,14.5,11119
20241007_35,R131.P04,18.022,19777
20241007_35,S072.P01,20.531,5020
20241007_43,M041.P04,6.573,22974
20241007_43,N057.P06,10.918,20218
20241007_43,N057.P07,10.96,5348
20241007_43,N093.P02,12.51,0
20241007_43,N044.P11,12.532,30460
20241007_43,Q099.P01,13.654,3767
20241007_43,Q108.P04,14.515,15854
20241007_43,S113.P01,19.823,7783
20241007_43,S095.P01,21.95,0
20241007_43,S147.P03,23.153,133289
20241007_46,M045.P02,6.552,51727
20241007_46,Q059.P01,13.466,7404
20241007_46,Q085.P01,13.732,3195
20241007_46,Q108.P04,14.525,18486
20241007_46,R056.P03,17.493,2205
20241007_63,M045.P02,6.426,20859
20241007_63,M057.P03,6.87,3909
20241007_63,V069.P04,7.617,13577
20241007_63,M059.P04.2,7.689,4362
20241007_63,N058.P02,9.122,21137
20241007_63,W059.P01,10.043,5092
20241007_63,N108.P01,10.403,4110
20241007_63,N044.P11,12.51,3034
20241007_63,Q122.P02,14.011,3735
20241007_63,Q108.P04,14.526,8464
20241007_63,S113.P01,19.825,3005
20241007_63,S150.P01,21.043,0
20241007_63,S105.P04,21.649,0
20241007_63,S091.P02,22.157,3974
20241007_63,T071.P01,27.173,15076
20241007_68,M045.P06,7.271,53482
20241007_68,V069.P04,7.599,6836
20241007_68,M069.P05,8.133,2351
20241007_68,M109.P01,8.659,3260
20241007_68,N058.P02,9.112,27218
20241007_68,N108.P01,10.569,60314
20241007_68,N044.P11,12.444,24156
20241007_68,Q108.P04,14.522,10971
20241007_68,Q105.P04,14.624,226367
20241007_68,R085.P01,16.258,1463
20241007_68,R099.P01,16.893,2073
20241007_68,S113.P01,19.815,2671
20241007_68,S150.P01,21.039,0
20241014_15,N057.P07,10.911,165350
20241014_15,N057.P10,12.07,13719
20241014_15,S072.P01,20.537,1740
20241014_21,V069.P04,7.529,23739
20241014_21,N108.P01,10.487,140919
20241014_21,N057.P07,10.9,159762
20241014_21,N057.P10,12.069,28535
20241014_21,Q108.P04,14.432,57061
20241014_21,S100.P01,19.443,5099
20241014_21,S043.P03,20.784,39371
20241014_21,S150.P01,20.927,1311
20241014_27,V069.P04,7.554,71686
20241014_27,N057.P07,10.843,12486
20241014_27,N070.P03,12.296,3353
20241014_27,Q113.P02,14.421,51474
20241014_27,Q108.P04,14.43,41425
20241014_27,R099.P01,16.923,14019
20241014_27,S114.P02,21.917,3470
